"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
8.716399375E1,-2.389030159E-1,1.222211123E0,1.052211380E1
8.717599375E1,-3.726144135E-1,1.141315937E0,1.045427227E1
8.718599531E1,-4.477636218E-1,1.068197012E0,1.039926243E1
8.719799219E1,-4.385603070E-1,9.992152452E-1,1.062045765E1
8.720799375E1,-3.298348188E-1,1.047156692E0,1.058581924E1
8.721799375E1,-3.616489470E-1,1.228359461E0,1.038968658E1
8.722999375E1,-5.114685297E-1,1.233789563E0,1.022604656E1
8.723999375E1,-4.722323418E-1,1.062891483E0,1.071710777E1
8.724999375E1,-3.198749423E-1,7.976713777E-1,1.145552731E1
8.725999375E1,-1.243165284E-1,5.804694295E-1,1.186002254E1
8.727199375E1,2.104982175E-2,3.670885861E-1,1.178601360E1
8.728199375E1,2.131797187E-2,2.507878542E-1,1.160882282E1
8.729399375E1,-5.543055758E-2,2.566488385E-1,1.135820770E1
8.730399375E1,-7.861600816E-2,2.941899300E-1,1.124755764E1
8.731599375E1,-7.047571987E-2,3.483946621E-1,1.108493328E1
8.732599375E1,-1.282334421E-2,3.710438013E-1,1.090763760E1
8.733599375E1,3.802949935E-2,3.425527811E-1,1.063811779E1
8.734799375E1,1.644050479E-1,2.837224603E-1,1.044412136E1
8.735799375E1,2.849291563E-1,2.533544302E-1,1.036991978E1
8.736999219E1,3.748745024E-1,1.899463832E-1,1.023634243E1
8.737999375E1,4.057788551E-1,1.101332754E-1,9.970844269E0
8.738999375E1,4.431667626E-1,7.443093508E-2,9.678110123E0
8.740199375E1,4.618223608E-1,2.335783280E-2,9.393564224E0
8.741199375E1,3.500897586E-1,-5.963477865E-2,9.217983246E0
8.742199375E1,2.655935884E-1,-2.038423270E-1,9.245152473E0
8.743399375E1,2.157558799E-1,-1.839800477E-1,9.417534828E0
8.744399375E1,1.034773961E-1,-2.189353853E-1,8.925000191E0
8.745599219E1,1.615128517E-1,-1.973684132E-1,8.953605652E0
8.746599375E1,2.004138380E-1,-2.099523246E-1,9.011353493E0
8.747599375E1,3.046382070E-1,-2.231300175E-1,8.946681976E0
8.748599375E1,4.981567562E-1,-2.551357150E-1,8.845148087E0
8.749599375E1,6.436284781E-1,-2.678154111E-1,8.848739624E0
8.750599375E1,5.970277190E-1,-2.263190895E-1,8.970191956E0
8.751599375E1,4.519486725E-1,-2.020610571E-1,9.139721870E0
8.752799219E1,3.420931101E-1,-1.000105888E-1,9.484457970E0
8.753799375E1,3.657957017E-1,-1.111196876E-1,9.556943893E0
8.754999219E1,5.076282620E-1,-1.720760614E-1,9.487138748E0
8.755999219E1,5.610284805E-1,-1.460271478E-1,9.524450302E0
8.756999219E1,5.440009236E-1,-1.520413756E-1,9.600040436E0
8.757999219E1,5.362437367E-1,-1.179862618E-1,9.809790611E0
8.758999375E1,5.070057511E-1,-5.040273443E-2,9.879241943E0
8.759999375E1,4.060661793E-1,1.459122300E-1,9.863143921E0
8.761199219E1,3.032974899E-1,4.706138670E-1,9.585598946E0
8.762199375E1,1.958648562E-1,7.298867702E-1,9.286696434E0
8.763199375E1,1.334815323E-1,9.122770429E-1,9.028841019E0
8.764199375E1,2.136777192E-1,9.180039763E-1,8.902121544E0
8.765399375E1,2.983654141E-1,8.451436162E-1,8.875325203E0
8.766399375E1,3.672609627E-1,7.386399508E-1,8.963469505E0
8.767399375E1,5.216391087E-1,6.435039639E-1,9.060914040E0
8.768399375E1,6.191022396E-1,5.517581105E-1,9.162131310E0
8.769599219E1,5.574371815E-1,4.807844162E-1,9.277474403E0
8.770599375E1,4.518912137E-1,4.602613151E-1,9.374726295E0
8.771799375E1,3.104130328E-1,4.229788184E-1,9.503150940E0
8.772999375E1,3.166858554E-1,4.289643168E-1,9.491123199E0
8.773999375E1,2.781870663E-1,4.062385559E-1,9.271776199E0
8.774999375E1,3.166954219E-1,3.859453201E-1,9.113117218E0
8.776199375E1,3.697030544E-1,3.715417981E-1,9.022453308E0
8.777199375E1,3.479828537E-1,4.206899703E-1,8.988761902E0
8.778399219E1,3.507697284E-1,5.467303395E-1,9.037067413E0
8.779399375E1,3.521487713E-1,5.964531302E-1,9.083514214E0
8.780399375E1,3.665331006E-1,6.479380131E-1,9.247929573E0
8.781599375E1,3.625683188E-1,6.284970641E-1,9.564098358E0
8.782599375E1,4.459823370E-1,6.114503741E-1,9.697532654E0
8.783599375E1,3.933194578E-1,5.931874514E-1,9.760988235E0
8.784599375E1,3.843555748E-1,6.168420911E-1,9.877873421E0
8.785799375E1,3.610551953E-1,6.941269636E-1,9.911046982E0
8.786999219E1,2.198643386E-1,8.370033503E-1,9.846269608E0
8.787999375E1,1.827829331E-1,9.671713114E-1,9.773532867E0
8.788999375E1,1.854069829E-1,1.149925590E0,9.737122536E0
8.790199375E1,9.863153100E-2,1.313909173E0,9.517411232E0
8.791199375E1,3.685155138E-2,1.361027122E0,9.472620964E0
8.792199375E1,7.335833460E-2,1.263583064E0,9.637849808E0
8.793399375E1,1.169615388E-1,1.130321741E0,1.002564240E1
8.794399375E1,7.637502998E-2,1.034793139E0,1.020716190E1
8.795599219E1,8.943779767E-2,9.460831881E-1,1.043442917E1
8.796599375E1,1.022228375E-1,9.344282150E-1,1.067285347E1
8.797599375E1,6.835924834E-2,1.034170628E0,1.085840416E1
8.798599375E1,-4.605486244E-2,1.088672280E0,1.088944244E1
8.799599375E1,-3.658340126E-2,1.115927815E0,1.078011322E1
8.800599375E1,8.820239455E-3,1.106121182E0,1.071609306E1
8.801599375E1,-1.367568038E-2,1.087810278E0,1.071502972E1
8.802799219E1,2.030282980E-3,1.000680566E0,1.072168541E1
8.803799375E1,8.494627476E-2,9.081877470E-1,1.075088501E1
8.804999219E1,9.113289416E-2,8.138082623E-1,1.085441017E1
8.805999375E1,1.315278560E-1,8.464843631E-1,1.092015553E1
8.807199219E1,1.964490414E-1,8.964561820E-1,1.090376949E1
8.808199219E1,1.320833117E-1,1.000412464E0,1.096680355E1
8.809199219E1,8.714893833E-3,1.000259161E0,1.099289036E1
8.810199219E1,-7.627926767E-2,8.663466573E-1,1.098843765E1
8.811199219E1,-2.871892750E-1,7.147362828E-1,1.099579334E1
8.812199375E1,-3.031250834E-1,5.909751654E-1,1.117251396E1
8.813199375E1,-2.253997177E-1,5.108076930E-1,1.133923626E1
8.814399375E1,-1.598369032E-1,5.965201259E-1,1.128085518E1
8.815399375E1,-1.433935314E-1,6.405159831E-1,1.108145714E1
8.816399375E1,-1.424358487E-1,5.763801336E-1,1.105369473E1
8.817599375E1,-1.042435467E-1,3.717907965E-1,1.107275200E1
8.818599375E1,-9.659167379E-2,1.177564189E-1,1.101861382E1
8.819599375E1,-1.157835964E-2,-6.312073767E-2,1.096402645E1
8.820599375E1,1.036306247E-1,-2.410769463E-1,1.090329933E1
8.821599375E1,9.667786211E-2,-3.462302983E-1,1.079786873E1
8.822599375E1,9.910079837E-2,-4.251910746E-1,1.056695271E1
8.823599375E1,1.242877990E-1,-4.925639033E-1,1.039467621E1
8.824599375E1,1.388637000E-3,-5.135754347E-1,1.026840496E1
8.825599375E1,3.447650233E-4,-5.338686705E-1,1.008466530E1
8.826599375E1,-1.053161472E-1,-5.124070644E-1,9.787793159E0
8.827599375E1,-2.225649804E-1,-3.960871696E-1,9.525580406E0
8.828599375E1,-3.890769482E-1,-1.990251988E-1,9.392960548E0
8.829599375E1,-4.570626915E-1,-1.225160882E-1,9.275060654E0
8.830599375E1,-4.392306507E-1,-7.620265335E-2,9.231993675E0
8.831599375E1,-3.018896878E-1,-1.405013204E-1,9.108194351E0
8.832599375E1,-9.913910925E-2,-2.604795396E-1,8.991874695E0
8.833599375E1,5.255751312E-2,-3.751809597E-1,8.973822594E0
8.834599375E1,1.122401729E-1,-4.894705713E-1,9.013719559E0
8.835599375E1,7.796478271E-2,-5.449585915E-1,8.942458153E0
8.836599375E1,3.385401145E-2,-5.435699821E-1,8.934384346E0
8.837799375E1,-2.357235253E-1,-4.363576472E-1,8.896374702E0
8.838999375E1,-2.770186961E-1,-3.220488727E-1,8.782630920E0
8.840199375E1,-2.906465232E-1,-1.240675375E-1,8.555631638E0
8.841199375E1,-3.320566118E-1,-6.876147352E-3,8.487655640E0
8.842199375E1,-3.305913806E-1,4.059608281E-2,8.521471977E0
8.843399375E1,-3.408289850E-1,1.887588762E-2,8.674881935E0
8.844399375E1,-2.973311245E-1,-2.673844621E-2,8.961956978E0
8.845599375E1,-2.509985268E-1,-3.876691312E-2,9.267122269E0
8.846599375E1,-2.236088514E-1,-5.294058472E-2,9.315829277E0
8.847599375E1,-2.272097468E-1,-2.589568496E-2,9.317255974E0
8.848599375E1,-2.108717114E-1,1.602199674E-2,9.395460129E0
8.849599375E1,-2.167231441E-1,1.041381955E-1,9.528596878E0
8.850599375E1,-1.935376823E-1,1.909519434E-1,9.672364235E0
8.851599375E1,-2.064855397E-1,3.344699740E-1,9.792237282E0
8.852599375E1,-2.500504255E-1,3.745968044E-1,9.881875992E0
8.853599375E1,-1.314321011E-1,4.647624195E-1,9.899870872E0
8.854599375E1,-1.708598137E-1,5.110758543E-1,9.741508484E0
8.855599375E1,-1.279365569E-1,5.046977401E-1,9.590999603E0
8.856599375E1,-1.104397327E-1,5.182009935E-1,9.526748657E0
8.857599375E1,-9.171707928E-2,4.852280617E-1,9.484697342E0
8.858799375E1,-1.552400365E-2,4.307073057E-1,9.479726791E0
8.859999375E1,9.041463584E-2,4.070621729E-1,9.567603111E0
8.861199219E1,6.106172130E-2,4.674343467E-1,9.784355164E0
8.862199375E1,-1.080263779E-2,4.839543402E-1,9.851977348E0
8.863399219E1,-6.661626697E-2,5.330354571E-1,9.865365028E0
8.864399375E1,-1.232822314E-1,5.321831703E-1,9.854868889E0
8.865399375E1,-9.396763146E-2,4.996698797E-1,9.841012001E0
8.866399375E1,-9.827718884E-2,5.088061690E-1,9.772949219E0
8.867599375E1,-3.101927787E-2,5.740816593E-1,9.576298714E0
8.868599375E1,-1.630930230E-2,6.720620394E-1,9.409816742E0
8.869599375E1,-4.908113554E-2,7.379217148E-1,9.377924919E0
8.870599375E1,-1.011789590E-1,7.041922212E-1,9.433403015E0
8.871599375E1,-2.412397563E-1,6.742838025E-1,9.518311501E0
8.872599375E1,-3.340007067E-1,6.088167429E-1,9.620324135E0
8.873599375E1,-3.287717998E-1,5.766674280E-1,9.717643738E0
8.874599375E1,-2.903496325E-1,5.738805532E-1,9.631719589E0
8.875599375E1,-2.796523571E-1,6.798862219E-1,9.487761497E0
8.876599375E1,-2.441894263E-1,8.343122602E-1,9.442664146E0
8.877599375E1,-3.384060264E-1,1.019020200E0,9.500670433E0
8.878599375E1,-3.505973220E-1,1.110584021E0,9.581614494E0
8.879599375E1,-3.020620644E-1,1.201065660E0,9.678799629E0
8.880599375E1,-2.236567587E-1,1.273418427E0,9.988254547E0
8.881599375E1,-1.812985241E-1,1.373840809E0,9.958662987E0
8.882599375E1,-2.057576925E-1,1.416495919E0,9.789584160E0
8.883599375E1,-1.864604354E-1,1.480718017E0,9.761514664E0
8.884599375E1,-2.721632719E-1,1.479645371E0,9.757262230E0
8.885599375E1,-2.944868207E-1,1.475699663E0,9.797073364E0
8.886599375E1,-1.889982820E-1,1.353432655E0,9.845943451E0
8.887599375E1,-7.365521789E-2,1.245894670E0,1.003024864E1
8.888799219E1,-1.671248674E-1,1.101102948E0,1.028298187E1
8.889799375E1,-1.780903041E-1,9.592800140E-1,1.052435589E1
8.890999219E1,-3.193482161E-1,7.467227578E-1,1.069494724E1
8.891999375E1,-3.473316431E-1,6.966744065E-1,1.074271584E1
8.893199219E1,-4.923627973E-1,6.410619020E-1,1.055271149E1
8.894199375E1,-5.425739884E-1,7.336121202E-1,1.050496197E1
8.895199375E1,-4.044285715E-1,8.492712379E-1,1.041596508E1
8.896199375E1,-2.794607878E-1,1.135148406E0,1.034652328E1
8.897199375E1,-8.785762638E-2,1.442650199E0,1.027700615E1
8.898199375E1,6.947973371E-2,1.696052432E0,1.027826023E1
8.899199375E1,7.661445125E-5,1.817668319E0,1.029855347E1
8.900399375E1,1.138011962E-1,1.648867607E0,1.061398411E1
8.901399375E1,2.192801535E-1,1.333177686E0,1.106183434E1
8.902599219E1,3.673088253E-1,9.062340856E-1,1.143735027E1
8.903599375E1,4.498034716E-1,5.078772306E-1,1.148682404E1
8.904599375E1,4.414620697E-1,1.854069829E-1,1.141982555E1
8.905599375E1,2.495428622E-1,1.095778197E-1,1.134071064E1
8.906799375E1,-3.653552011E-2,1.021462232E-1,1.112425613E1
8.907799375E1,-2.756109238E-1,1.683602631E-1,1.086210060E1
8.908999375E1,-4.018715620E-1,2.787999809E-1,1.068606949E1
8.909999375E1,-1.685039252E-1,2.415941060E-1,1.061205006E1
8.911199219E1,-7.081091404E-2,1.886918247E-1,1.058840561E1
8.912199375E1,1.062642485E-1,9.685982764E-2,1.037232304E1
8.913203594E1,2.385774106E-1,2.126051113E-2,1.009011459E1
8.914399375E1,2.627396882E-1,7.859685272E-2,9.879883766E0
8.915399375E1,3.354659677E-1,1.359331906E-1,9.693433762E0
8.916399375E1,2.649040520E-1,1.904922575E-1,9.435462952E0
8.917599375E1,2.125093341E-1,3.324205279E-1,9.364756584E0
8.918599375E1,4.851610214E-2,4.400638342E-1,9.540424347E0
8.919599375E1,-2.373036891E-1,4.418834448E-1,9.549714088E0
8.920599375E1,-2.370930016E-1,2.894493937E-1,9.329983711E0
8.921599375E1,-1.026537940E-1,4.733815789E-2,9.031991959E0
8.922599375E1,7.988014072E-2,-1.679771841E-1,8.921341896E0
8.923799375E1,3.172604740E-1,-3.867689073E-1,9.066927910E0
8.924799375E1,4.258997440E-1,-5.212273002E-1,9.275845528E0
8.925999219E1,5.084614158E-1,-5.760641098E-1,9.472161293E0
8.926999219E1,4.783231914E-1,-5.685654283E-1,9.558734894E0
8.927999375E1,4.033463597E-1,-5.353913307E-1,9.628377914E0
8.929199219E1,3.700669408E-1,-5.037208796E-1,9.649178505E0
8.930199219E1,4.136126935E-1,-4.670034051E-1,9.648853302E0
8.931199219E1,4.730367959E-1,-4.165336192E-1,9.607021332E0
8.932199219E1,5.159025788E-1,-3.407140374E-1,9.567173004E0
8.933199375E1,4.950538576E-1,-3.264254332E-1,9.509060860E0
8.934199375E1,5.758054852E-1,-3.515645862E-1,9.624375343E0
8.935399219E1,5.927660465E-1,-3.806493580E-1,9.812089920E0
8.936399375E1,5.300762057E-1,-3.299688697E-1,9.918478966E0
8.937399375E1,4.990569651E-1,-2.002031356E-1,9.874300957E0
8.938599375E1,4.549270570E-1,2.375048026E-2,9.569173813E0
8.939599375E1,3.704979122E-1,2.002318799E-1,9.362822533E0
8.940599375E1,3.075208366E-1,3.869221509E-1,9.123373985E0
8.941799375E1,2.276407033E-1,5.419228077E-1,8.957522392E0
8.942799375E1,2.483744770E-1,5.947867632E-1,8.890714645E0
8.943999219E1,1.256189793E-1,5.208920836E-1,8.957235336E0
8.944999375E1,1.627482623E-1,4.949006438E-1,9.161949158E0
8.945999375E1,1.750448793E-1,4.447277486E-1,9.401781082E0
8.946999375E1,1.462569833E-1,4.492096901E-1,9.546428680E0
8.947999375E1,1.536981612E-1,4.198759496E-1,9.556733131E0
8.948999375E1,1.978951395E-1,3.629035056E-1,9.561560631E0
8.950199219E1,2.243079692E-1,2.844311595E-1,9.548909187E0
8.951199219E1,2.402533591E-1,2.929353714E-1,9.559826851E0
8.952199375E1,1.863550842E-1,2.798151672E-1,9.553459167E0
8.953399219E1,3.001754582E-1,3.609690070E-1,9.481402397E0
8.954399219E1,2.686007023E-1,4.874307215E-1,9.319373131E0
8.955399219E1,1.940452605E-1,5.667074919E-1,9.145821571E0
8.956399219E1,2.475317270E-1,5.865411162E-1,9.172234535E0
8.957400312E1,3.184384108E-1,5.822889805E-1,9.280327797E0
8.958599219E1,3.365098238E-1,5.581266880E-1,9.381669998E0
8.959599219E1,3.104704916E-1,5.293197036E-1,9.495231628E0
8.960599375E1,2.471390814E-1,5.066705346E-1,9.656064034E0
8.961599375E1,1.037742794E-1,5.559911132E-1,9.731328011E0
8.962599375E1,9.556695819E-2,5.656732321E-1,9.709761620E0
8.963599375E1,1.246229857E-1,6.439923644E-1,9.644543648E0
8.964599375E1,8.867165446E-2,7.906516194E-1,9.577055931E0
8.965599375E1,5.954858288E-2,8.874731064E-1,9.498104095E0
8.966599375E1,6.525636464E-2,9.932872057E-1,9.509280205E0
8.967599375E1,3.730166331E-2,1.092043281E0,9.574277878E0
8.968599375E1,-1.714248396E-2,1.168868423E0,9.718610764E0
8.969599375E1,-1.176414937E-1,1.154570222E0,9.921112061E0
8.970599375E1,-1.359523535E-1,1.067459583E0,1.011918926E1
8.971599375E1,-1.428668052E-1,1.058984160E0,1.024310398E1
8.972799375E1,-1.502601057E-1,1.092589140E0,1.020236397E1
8.973999375E1,-7.824251428E-3,1.091286778E0,1.024166679E1
8.974999375E1,-4.902367294E-2,1.185656667E0,1.025110912E1
8.976199375E1,-8.765651286E-2,1.174719810E0,1.029424381E1
8.977199375E1,-4.554729536E-2,1.112298250E0,1.040429115E1
8.978199375E1,-8.747455478E-2,1.044551849E0,1.050052834E1
8.979399375E1,-2.731305361E-2,9.424918890E-1,1.058186436E1
8.980399375E1,4.329674691E-2,9.256462455E-1,1.060525990E1
8.981599375E1,9.107543528E-2,9.824367166E-1,1.048654556E1
8.982599375E1,1.086776033E-1,1.138078928E0,1.043688107E1
8.983599375E1,-3.462973237E-2,1.288990378E0,1.035725021E1
8.984599375E1,-3.282737732E-1,1.280351996E0,1.031153870E1
8.985599375E1,-3.566115499E-1,1.076480985E0,1.061286449E1
8.986599375E1,-1.905592978E-1,8.054381609E-1,1.104233551E1
8.987599375E1,6.129156426E-2,7.413023114E-1,1.161737537E1
8.988599375E1,5.769068375E-2,6.421632171E-1,1.179635620E1
8.989599375E1,1.262414753E-1,6.779038906E-1,1.175607586E1
8.990599375E1,1.378485560E-1,6.543257236E-1,1.164402771E1
8.991599375E1,1.055459902E-1,6.779900789E-1,1.153323364E1
8.992799375E1,7.721779495E-2,6.897599697E-1,1.115719032E1
8.993799375E1,1.175361499E-1,5.914444327E-1,1.080170918E1
8.994799375E1,8.839392662E-2,4.181425571E-1,1.049532795E1
8.995999375E1,3.641101718E-2,2.882235646E-1,1.038501263E1
8.996999375E1,6.904877722E-3,1.229757741E-1,1.032819366E1
8.998199375E1,-5.225105584E-2,2.327164076E-2,1.021308041E1
8.999199375E1,-1.036497802E-1,-1.907699928E-2,1.010452747E1
9.000399375E1,-8.274361491E-2,-4.595909640E-2,1.000364590E1
9.001399375E1,-1.301392168E-1,-1.391510013E-2,9.920202255E0
9.002599375E1,-2.050969005E-1,9.519346058E-3,9.870278358E0
9.003599375E1,-2.683899999E-1,1.094628964E-2,9.786605835E0
9.004599375E1,-2.885874808E-1,6.278554350E-2,9.587053299E0
9.005599375E1,-2.137543261E-1,5.720226839E-2,9.328815460E0
9.006799375E1,-7.733272016E-2,5.206909776E-2,9.208023071E0
9.007799375E1,5.866751820E-2,-4.344039410E-2,9.193849564E0
9.008799375E1,2.467368543E-1,-6.431782991E-2,9.311443329E0
9.009999375E1,9.990525246E-2,-1.007767394E-1,9.365283966E0
9.010999375E1,-6.843586266E-2,-1.056513265E-1,9.373634338E0
9.012199375E1,-3.369599581E-1,-2.591100633E-1,9.460391998E0
9.013199375E1,-3.895845115E-1,-4.305061996E-1,9.364459991E0
9.014399219E1,-2.440649271E-1,-4.491139352E-1,9.258875847E0
9.015399375E1,-1.913924813E-1,-3.485478759E-1,9.165157318E0
9.016399375E1,-1.774294972E-1,-2.384720594E-1,9.104239464E0
9.017599375E1,-1.614841223E-1,-1.740584522E-1,9.026677132E0
9.018599375E1,-1.265574992E-1,-9.011775255E-2,9.106116295E0
9.019599375E1,-1.716259569E-1,-2.676717564E-2,9.246713638E0
9.020599375E1,-2.759269774E-1,-3.281014040E-2,9.385136604E0
9.021799375E1,-2.200750262E-1,-9.555738419E-2,9.680054665E0
9.022999375E1,-3.471592441E-2,-2.085253894E-1,9.954047203E0
9.023999375E1,2.957317978E-2,-1.747958809E-1,1.004969025E1
9.024999375E1,1.973301023E-1,-1.137150005E-1,9.976830482E0
9.026199375E1,2.849961817E-1,-1.008437760E-2,9.815239906E0
9.027199375E1,2.521860600E-1,1.533246785E-1,9.629517555E0
9.028199375E1,1.356746256E-1,3.410588205E-1,9.422352791E0
9.029399375E1,-8.370129392E-3,5.428134203E-1,9.279360771E0
9.030399375E1,-1.459026486E-1,6.759118438E-1,9.327273369E0
9.031599375E1,-1.524627656E-1,6.700795889E-1,9.298235893E0
9.032599375E1,-2.457983196E-1,6.432262659E-1,9.345421791E0
9.033599375E1,-2.681218684E-1,5.590268970E-1,9.526078224E0
9.034599375E1,-7.252515107E-2,4.158632457E-1,9.599657059E0
9.035799375E1,-2.882618923E-3,3.030867875E-1,9.824578285E0
9.036999219E1,1.086392999E-1,2.405215055E-1,9.894364357E0
9.037999375E1,7.829996943E-2,3.291452527E-1,9.835868835E0
9.038999375E1,-1.063025557E-2,5.058469176E-1,9.664540291E0
9.039999375E1,-1.179671064E-1,7.341771722E-1,9.389254570E0
9.040999375E1,-2.228427082E-1,8.927499652E-1,9.167244911E0
9.041999375E1,-3.227575421E-1,9.887669683E-1,8.953538895E0
9.043199219E1,-3.927544355E-1,1.026796460E0,8.831501007E0
9.044199219E1,-3.647614121E-1,9.539648890E-1,8.808774948E0
9.045199375E1,-2.499355078E-1,8.429600596E-1,8.946834564E0
9.046399219E1,-6.947973371E-2,7.530338764E-1,9.215837479E0
9.047399219E1,2.139458619E-2,6.727898717E-1,9.368137360E0
9.048399219E1,1.988624036E-1,6.878541112E-1,9.468550682E0
9.049399219E1,2.128253728E-1,7.843787670E-1,9.419584274E0
9.050399375E1,1.874085367E-1,8.758755922E-1,9.304729462E0
9.051399375E1,1.626429111E-1,9.902322292E-1,9.193380356E0
9.052599375E1,1.279174089E-1,1.039897561E0,9.057666779E0
9.053599375E1,1.183980629E-1,1.045614839E0,9.121458054E0
9.054599375E1,1.238855720E-1,9.947237372E-1,9.339857101E0
9.055599375E1,1.183693334E-1,9.814311266E-1,9.566157341E0
9.056799375E1,7.778282464E-2,9.675543904E-1,9.670525551E0
9.057799375E1,1.059003323E-1,9.392740726E-1,9.754437447E0
9.058799375E1,1.040807366E-1,9.901556373E-1,9.793166161E0
9.059999375E1,3.650678694E-2,1.102683067E0,1.005129051E1
9.061199219E1,-7.774451375E-2,1.238319516E0,1.015898991E1
9.062199375E1,-2.359916717E-1,1.392276168E0,1.012822914E1
9.063199375E1,-3.299018443E-1,1.447860003E0,1.020269966E1
9.064199375E1,-3.354851007E-1,1.455415964E0,1.035931873E1
9.065399375E1,-4.088913500E-1,1.340906143E0,1.049333572E1
9.066399375E1,-3.401298821E-1,1.237342596E0,1.066986561E1
9.067599375E1,-2.500312626E-1,1.192369819E0,1.089821529E1
9.068599375E1,-2.250741124E-1,1.237323523E0,1.095786858E1
9.069599375E1,-1.778317243E-1,1.297887206E0,1.094425964E1
9.070799375E1,-9.596917778E-2,1.406286955E0,1.089148235E1
9.071799375E1,-3.190992028E-2,1.421686530E0,1.083235455E1
9.072999219E1,1.700840890E-2,1.503041506E0,1.087050915E1
9.073999375E1,-3.111504577E-2,1.541607261E0,1.089360809E1
9.074999375E1,-1.311064959E-1,1.436846733E0,1.089786053E1
9.076199375E1,-1.729667038E-1,1.237160683E0,1.118338299E1
9.077199375E1,-1.031230539E-1,9.926456213E-1,1.159082794E1
9.078399219E1,7.872135192E-2,6.944429874E-1,1.180341434E1
9.079399375E1,3.656424582E-2,5.614115596E-1,1.176018429E1
9.080399375E1,-2.145204693E-3,4.672236741E-1,1.167767048E1
9.081599375E1,-2.776316181E-2,3.102789521E-1,1.137600231E1
9.082599375E1,4.896621406E-2,2.542642355E-1,1.116716003E1
9.083599375E1,1.107078865E-1,2.655361295E-1,1.093529606E1
9.084799375E1,1.194898114E-1,3.784371018E-1,1.046230698E1
9.085799375E1,1.253125221E-1,4.365204275E-1,1.006701469E1
9.086999219E1,2.181309313E-1,4.487404525E-1,9.893636703E0
9.087999375E1,2.891812325E-1,4.316841364E-1,9.872605324E0
9.088999375E1,4.482328892E-1,4.000136554E-1,9.852427483E0
9.089999375E1,4.948527515E-1,2.745957971E-1,9.954927444E0
9.091199375E1,6.058383584E-1,1.567723230E-2,1.026694012E1
9.092199375E1,6.262944341E-1,-2.001456916E-1,1.035117817E1
9.093399375E1,4.874690473E-1,-4.080198705E-1,1.020521736E1
9.094399375E1,2.317395806E-1,-4.662755728E-1,9.920498848E0
9.095600313E1,1.332133822E-2,-4.326035082E-1,9.494149208E0
9.096799375E1,-1.020696089E-1,-3.880617917E-1,9.201998711E0
9.097799375E1,-5.275863037E-2,-2.532490790E-1,9.182079315E0
9.098799375E1,1.187524013E-2,-2.138883919E-1,8.861113548E0
9.099800156E1,1.801014245E-1,-1.485458463E-1,8.735542297E0
9.100999219E1,2.113122344E-1,-1.794597805E-1,8.749371529E0
9.101999375E1,2.820082307E-1,-2.434615791E-1,8.942793846E0
9.102999375E1,3.175956309E-1,-3.719823360E-1,9.010980606E0
9.104000469E1,4.166389704E-1,-4.171465337E-1,9.022835732E0
9.105199375E1,5.697912574E-1,-4.401787817E-1,8.977777481E0
9.106199375E1,5.537980199E-1,-2.953199744E-1,9.077481270E0
9.107399531E1,6.292632222E-1,-1.530565321E-1,9.212217331E0
9.108599375E1,6.934948564E-1,-6.271850318E-2,9.239884377E0
9.109599375E1,7.234032750E-1,-5.964435264E-2,9.392971039E0
9.110599375E1,7.102925777E-1,-6.186617166E-2,9.585330009E0
9.111600000E1,5.860622525E-1,-4.353616387E-2,9.686652184E0
9.112803438E1,6.263997555E-1,-9.278967977E-2,9.681836128E0
9.113999688E1,6.380259991E-1,-9.239703417E-2,9.620380402E0
9.115199219E1,5.184308290E-1,2.875915170E-2,9.494388580E0
9.116199375E1,3.733613789E-1,1.990730911E-1,9.320933342E0
9.117400156E1,1.686858833E-1,4.096862078E-1,9.244194031E0
9.118599375E1,-3.792415559E-2,6.562315226E-1,9.147564888E0
9.119799219E1,-7.998549193E-2,8.476623297E-1,8.963910103E0
9.120799844E1,-9.639056027E-2,8.791700602E-1,8.921590805E0
9.121999219E1,-9.744400531E-2,7.883627415E-1,8.995197296E0
9.122999219E1,4.276043922E-2,6.570934653E-1,9.119284630E0
9.123999375E1,1.581513882E-1,4.721748829E-1,9.182261467E0
9.124999531E1,3.377069533E-1,3.180170357E-1,9.380386353E0
9.126199375E1,4.784572721E-1,2.185523063E-1,9.733942986E0
9.127199375E1,5.603772402E-1,2.679207325E-1,9.952983856E0
9.128399219E1,6.660668850E-1,3.109685183E-1,1.003016281E1
9.129399375E1,6.935236454E-1,3.831680417E-1,9.953166008E0
9.130399844E1,6.506865621E-1,4.563827217E-1,9.770113945E0
9.131599375E1,5.477071404E-1,5.077431202E-1,9.566492081E0
9.132599375E1,5.431677103E-1,4.978119731E-1,9.489246368E0
9.133599375E1,5.248760581E-1,5.613253713E-1,9.470513344E0
9.134600156E1,3.428401053E-1,6.036835909E-1,9.418798447E0
9.135799375E1,2.578651011E-1,6.386198401E-1,9.481594086E0
9.136999531E1,8.820239455E-2,6.962625980E-1,9.443201065E0
9.138199219E1,-5.320873857E-2,8.707903028E-1,9.317409515E0
9.139199219E1,5.363011733E-3,9.276382327E-1,9.428011894E0
9.140199375E1,1.711375453E-2,9.538786411E-1,9.421356201E0
9.141199375E1,-1.714248396E-2,9.718830585E-1,9.332741737E0
9.142199375E1,5.364927277E-2,9.344952106E-1,9.290393829E0
9.143399375E1,1.386338472E-1,8.379801512E-1,9.768687248E0
