"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
9.833747375E1,-1.002168059E-1,2.668608353E-2,-4.415682983E-3
9.834947219E1,-1.209513173E-1,1.895427518E-2,1.602212340E-2
9.835947375E1,-1.381602585E-1,6.091198884E-3,2.724459022E-2
9.836947375E1,-1.568701863E-1,-7.138396613E-3,3.834488243E-2
9.837947688E1,-1.666440368E-1,-1.438151300E-2,4.534365237E-2
9.839147375E1,-1.737475246E-1,-1.806415804E-2,4.492477328E-2
9.840347219E1,-1.913229972E-1,-2.452187613E-2,4.077089205E-2
9.841347375E1,-2.078687102E-1,-3.249803185E-2,3.679154068E-2
9.842347375E1,-2.018822283E-1,-2.551671304E-2,3.125884756E-2
9.843547375E1,-1.644798219E-1,-3.525565146E-3,3.443534672E-2
9.844547375E1,-1.291543692E-1,1.413716655E-2,3.810053691E-2
9.845547375E1,-1.226268336E-1,1.059414819E-2,4.419173673E-2
9.846747375E1,-1.167625263E-1,4.817108624E-3,5.682792142E-2
9.847747375E1,-9.704030305E-2,1.261873078E-2,6.216862798E-2
9.848747375E1,-7.600908726E-2,1.439896598E-2,6.794566661E-2
9.849747375E1,-5.897467583E-2,5.550147034E-3,7.164576650E-2
9.850747375E1,-3.900810704E-2,-2.775073517E-3,7.675957680E-2
9.851747375E1,-2.525491454E-2,-8.429939859E-3,8.545131981E-2
9.852747375E1,-2.494075522E-2,-1.583013684E-2,9.965830296E-2
9.853747375E1,-3.488913178E-2,-2.515019476E-2,1.225395650E-1
9.854747375E1,-4.534365237E-2,-1.672025397E-2,1.559626162E-1
9.855747375E1,-4.106759652E-2,1.570796303E-4,1.799085438E-1
9.856747375E1,-3.300417587E-2,1.577777602E-2,1.965589821E-1
9.857747375E1,-2.689552307E-2,2.157226950E-2,2.030690610E-1
9.858747375E1,-1.780235767E-2,1.480039209E-2,2.002590746E-1
9.859747375E1,-1.623156248E-3,1.448623254E-3,1.936791837E-1
9.860747375E1,3.059562109E-2,-9.337511845E-3,1.857903004E-1
9.861747375E1,6.995279342E-2,-1.485275198E-2,1.912182719E-1
9.862747375E1,1.006705910E-1,-9.616764262E-3,1.994213164E-1
9.863747375E1,1.094495952E-1,-9.407324716E-3,2.140471786E-1
9.864747375E1,1.017526984E-1,-8.901178837E-3,2.234021425E-1
9.865747375E1,9.093165398E-2,-8.831365965E-3,2.322160602E-1
9.866747375E1,9.313076735E-2,2.391101094E-3,2.345024347E-1
9.867747375E1,1.019795910E-1,2.230530791E-2,2.394068092E-1
9.868747375E1,9.070476145E-2,3.626793995E-2,2.517986596E-1
9.869747375E1,5.473352596E-2,4.373795167E-2,2.745577395E-1
9.870747375E1,7.522369269E-3,4.028219730E-2,3.016976118E-1
9.871947375E1,-2.570869960E-2,2.794272080E-2,3.253119290E-1
9.873147219E1,-2.382374369E-2,1.420698036E-2,3.379306495E-1
9.874147375E1,-3.930481523E-2,-3.483677283E-2,3.240552843E-1
9.875147375E1,-3.143338114E-2,-3.928736225E-2,3.099530339E-1
9.876147375E1,5.148721393E-3,-1.300270297E-2,2.992716134E-1
9.877347375E1,-9.058258496E-3,-9.389871731E-3,2.760063708E-1
9.878347375E1,-2.169444226E-2,2.062979154E-2,2.558827102E-1
9.879547375E1,-5.148721114E-2,5.803219602E-2,2.441191971E-1
9.880547375E1,-6.150540337E-2,9.297368675E-2,2.358288914E-1
9.881747375E1,-5.120795965E-2,1.142492518E-1,2.259154171E-1
9.882747375E1,-2.918190509E-2,1.078438908E-1,2.124938369E-1
9.883747375E1,8.726646192E-4,8.541641384E-2,1.893507689E-1
9.884747375E1,4.935790971E-2,5.427974090E-2,1.629439443E-1
9.885747375E1,1.092750654E-1,2.373647690E-2,1.490685642E-1
9.886747375E1,1.676737815E-1,5.375613924E-3,1.323832273E-1
9.887747375E1,2.170316875E-1,-1.685987972E-2,1.292416304E-1
9.888747375E1,2.521477044E-1,-2.227040194E-2,1.337794811E-1
9.889747375E1,2.629163861E-1,-2.611012571E-2,1.441816539E-1
9.890747375E1,2.605951130E-1,-4.148647562E-2,1.702045053E-1
9.891747375E1,2.477669418E-1,-5.998696759E-2,2.023185641E-1
9.892747375E1,2.230530828E-1,-8.993681520E-2,2.267357260E-1
9.893747375E1,1.917418689E-1,-1.279151738E-1,2.478891164E-1
9.894747375E1,1.729970276E-1,-1.622283608E-1,2.632829249E-1
9.895747375E1,1.523846984E-1,-1.767320335E-1,2.674019039E-1
9.896747375E1,1.259953231E-1,-1.795943826E-1,2.681349218E-1
9.897747375E1,9.613273293E-2,-1.746725440E-1,2.698453665E-1
9.898747375E1,6.661921740E-2,-1.491383910E-1,2.748195529E-1
9.899947375E1,2.848377265E-2,-1.113345549E-1,2.811201811E-1
9.900947375E1,-2.146754880E-3,-8.300785720E-2,2.901435196E-1
9.901947375E1,-2.841396071E-2,-6.555456668E-2,2.893756032E-1
9.903147375E1,-5.298819765E-2,-5.609488115E-2,2.852391601E-1
9.904147375E1,-7.813838869E-2,-7.473500073E-2,2.771059275E-1
9.905347375E1,-8.169886470E-2,-8.559094369E-2,2.523396909E-1
9.906347375E1,-7.126179338E-2,-9.588839114E-2,2.284636050E-1
9.907547219E1,-5.106833205E-2,-8.979719132E-2,2.071007639E-1
9.908547375E1,-4.518657550E-2,-6.916739792E-2,1.971698403E-1
9.909547375E1,-5.602506921E-2,-5.195845291E-2,1.914102584E-1
9.910747375E1,-7.557275891E-2,-4.427900165E-2,1.796816438E-1
9.911747375E1,-8.124507964E-2,-2.923426405E-2,1.732588410E-1
9.912747375E1,-7.834783196E-2,-1.373574138E-2,1.641133130E-1
9.913747375E1,-7.819075137E-2,-5.462880712E-3,1.591740251E-1
9.914947375E1,-8.815658092E-2,-5.951572675E-3,1.488242298E-1
9.915947375E1,-1.053480729E-1,-8.936085738E-3,1.398183256E-1
9.917147375E1,-1.327672005E-1,-1.281071641E-2,1.423665136E-1
9.918147375E1,-1.385442317E-1,-9.197885171E-3,1.376541108E-1
9.919347375E1,-1.352106631E-1,-1.710422686E-3,1.313185692E-1
9.920348000E1,-1.299746633E-1,-2.094395168E-4,1.230108067E-1
9.921547219E1,-1.229584441E-1,-1.010545623E-2,1.058193147E-1
9.922547375E1,-1.072330326E-1,-1.836086437E-2,9.484118968E-2
9.923547375E1,-9.314822406E-2,-2.734931000E-2,8.723155409E-2
9.924747219E1,-8.688248694E-2,-3.157300502E-2,8.358381689E-2
9.925747375E1,-8.768533915E-2,-3.324852139E-2,8.468337357E-2
9.926747375E1,-8.948303014E-2,-2.960078418E-2,8.548622578E-2
9.927747375E1,-9.435249865E-2,-2.007128671E-2,8.864527196E-2
9.928947375E1,-1.048593819E-1,-1.781981252E-2,9.197884798E-2
9.929947375E1,-1.096764877E-1,-2.617993951E-2,8.740609139E-2
9.930947375E1,-1.092750654E-1,-3.776892647E-2,8.253662288E-2
9.932147375E1,-9.902998060E-2,-4.593706504E-2,6.932447851E-2
9.933347219E1,-7.401940972E-2,-5.047492310E-2,5.567600206E-2
9.934347375E1,-4.817108810E-2,-4.815363511E-2,4.581489414E-2
9.935347375E1,-2.331759781E-2,-4.297000542E-2,3.420845419E-2
9.936547375E1,-1.094321441E-2,-4.098033160E-2,2.314306609E-2
9.937547375E1,-1.706931926E-2,-4.461061582E-2,2.089159191E-2
9.938547375E1,-2.802998759E-2,-5.628686771E-2,2.466150187E-2
9.939747375E1,-4.642575979E-2,-6.899286807E-2,3.351031989E-2
9.940747375E1,-6.630505621E-2,-8.248426020E-2,3.740240633E-2
9.941747375E1,-8.649851382E-2,-9.622000158E-2,4.111995548E-2
9.942947375E1,-8.229227364E-2,-1.060636565E-1,3.328342736E-2
9.943947375E1,-5.066690966E-2,-1.065174416E-1,1.183333248E-2
9.945147375E1,-3.281218931E-3,-1.046324894E-1,-1.211258490E-2
9.946147375E1,3.754203022E-2,-1.000073627E-1,-2.829178795E-2
9.947147375E1,7.079055160E-2,-8.733627200E-2,-3.855432197E-2
9.948347375E1,9.566149861E-2,-6.251769513E-2,-4.066617042E-2
9.949547219E1,9.920451790E-2,-3.349286690E-2,-3.464478627E-2
9.950547219E1,8.255407214E-2,-4.071853310E-2,-3.473205119E-2
9.951547375E1,6.503096968E-2,-6.030112505E-2,-3.773401678E-2
9.952547375E1,5.558873713E-2,-7.773696631E-2,-4.038691893E-2
9.953547375E1,4.452335089E-2,-8.723155409E-2,-3.837978840E-2
9.954747375E1,2.232276089E-2,-8.955284208E-2,-2.878047898E-2
9.955747375E1,2.122320421E-2,-7.838273793E-2,-2.336995862E-2
9.956747375E1,4.244640842E-2,-6.342526525E-2,-2.878047898E-2
9.957947375E1,7.969173044E-2,-5.030038953E-2,-5.160938576E-2
9.958947375E1,1.119105145E-1,-3.982841223E-2,-7.668976486E-2
9.960147375E1,1.382998824E-1,-3.296926990E-2,-1.161342114E-1
9.961147375E1,1.458048075E-1,-3.581415489E-2,-1.430820972E-1
9.962347375E1,1.435358822E-1,-4.207988828E-2,-1.543045640E-1
9.963347375E1,1.243372560E-1,-5.007349700E-2,-1.429773718E-1
9.964347375E1,1.077042669E-1,-5.930628628E-2,-1.174606606E-1
9.965547375E1,7.974409312E-2,-7.986626774E-2,-6.902777404E-2
9.966547375E1,6.124360487E-2,-9.135053307E-2,-4.598942399E-2
9.967747219E1,4.897394031E-2,-1.117883399E-1,-1.989675313E-2
9.968747531E1,4.475024343E-2,-1.146506816E-1,-5.934119225E-3
9.969947219E1,5.253440887E-2,-9.086184204E-2,-5.515240598E-3
9.970947375E1,6.012659147E-2,-9.159488231E-2,-1.157153305E-2
9.971947375E1,7.354817539E-2,-8.874998987E-2,-1.743583940E-2
9.972947375E1,9.625490755E-2,-8.532914519E-2,-3.314380348E-2
9.974147375E1,1.307949722E-1,-7.223917544E-2,-5.740387738E-2
9.975147375E1,1.634326279E-1,-4.909611121E-2,-8.047713339E-2
9.976347219E1,1.837831736E-1,-8.499753661E-3,-1.029046103E-1
9.977347375E1,1.842369586E-1,3.366740048E-2,-1.086816490E-1
9.978347375E1,1.796816438E-1,7.684684545E-2,-9.992010146E-2
9.979547375E1,1.721243709E-1,1.073901057E-1,-7.513642311E-2
9.980547375E1,1.671676338E-1,9.805259854E-2,-5.956808850E-2
9.981547375E1,1.613382399E-1,6.365215778E-2,-5.557128415E-2
9.982747375E1,1.631359309E-1,1.722639985E-2,-5.937610194E-2
9.983747375E1,1.650557816E-1,-8.237954229E-3,-6.565928459E-2
9.984947219E1,1.627170444E-1,-1.895427518E-2,-7.609635592E-2
9.985947375E1,1.475326866E-1,-8.464846760E-3,-7.937757671E-2
9.986947375E1,1.268679798E-1,1.614429615E-2,-7.963937521E-2
9.987947375E1,8.655087650E-2,4.239404574E-2,-7.517132908E-2
9.989147375E1,2.047271281E-2,7.000515610E-2,-6.750933826E-2
9.990147375E1,-2.755874954E-2,8.140215278E-2,-6.927211583E-2
9.991347375E1,-7.735299319E-2,8.779006451E-2,-7.527604699E-2
9.992347375E1,-1.111774743E-1,8.185594529E-2,-8.290313929E-2
9.993547219E1,-1.329068244E-1,5.841616914E-2,-9.868091345E-2
9.994547375E1,-1.313534826E-1,3.752457723E-2,-1.107585952E-1
9.995547375E1,-1.229584441E-1,1.399754081E-2,-1.196772233E-1
9.996747375E1,-1.131322384E-1,-2.600540640E-3,-1.211083978E-1
9.997747375E1,-1.096764877E-1,-7.906341925E-3,-1.145634130E-1
9.998747375E1,-1.135860309E-1,-2.967059845E-4,-1.053829789E-1
9.999947375E1,-1.320865154E-1,1.209513191E-2,-9.801769257E-2
1.000094738E2,-1.495921761E-1,1.930334233E-2,-9.522516280E-2
1.000194800E2,-1.531875432E-1,2.851868048E-2,-9.396852553E-2
1.000314738E2,-1.458746195E-1,3.049090132E-2,-9.950122237E-2
1.000414738E2,-1.344078034E-1,3.991568089E-2,-9.283406287E-2
1.000534738E2,-1.348790377E-1,5.618214980E-2,-7.843509316E-2
1.000634738E2,-1.463284045E-1,6.857398897E-2,-6.258750707E-2
1.000734738E2,-1.499237865E-1,8.114035428E-2,-4.644321278E-2
1.000854738E2,-1.428377479E-1,9.805259854E-2,-3.769911081E-2
1.000954738E2,-1.309171468E-1,9.346237779E-2,-3.659955412E-2
1.001074722E2,-1.149997413E-1,7.026695460E-2,-4.174827412E-2
1.001174738E2,-1.043881401E-1,4.745550081E-2,-4.270820692E-2
1.001274738E2,-9.080947936E-2,2.729694918E-2,-3.728023171E-2
1.001374738E2,-8.028514683E-2,1.356120780E-2,-2.785545401E-2
1.001474738E2,-7.555530220E-2,2.687806962E-3,-1.286307629E-2
1.001594738E2,-8.330456167E-2,-2.722713631E-3,-2.321287990E-3
1.001714738E2,-1.005658731E-1,-1.244419720E-2,1.481784508E-2
1.001814738E2,-1.049291939E-1,-8.395033889E-3,2.570869960E-2
1.001934738E2,-1.217716187E-1,-1.108284108E-2,4.530874640E-2
1.002034738E2,-1.334653348E-1,-1.991420612E-2,5.599016324E-2
1.002134738E2,-1.400103122E-1,-3.047344834E-2,6.550220400E-2
1.002254738E2,-1.470963508E-1,-3.956661373E-2,7.241371274E-2
1.002354738E2,-1.528384835E-1,-4.024729133E-2,7.159340382E-2
1.002474722E2,-1.566433012E-1,-3.782128543E-2,6.925466657E-2
1.002574738E2,-1.562069654E-1,-3.101450019E-2,6.391395628E-2
1.002674738E2,-1.527512223E-1,-2.218313515E-2,6.232570857E-2
1.002774738E2,-1.383697093E-1,-1.001818944E-2,6.119124219E-2
1.002894738E2,-1.154535264E-1,-2.443460980E-3,5.899212882E-2
1.002994738E2,-9.791296721E-2,-8.028514567E-4,5.588544160E-2
1.003114738E2,-8.223991096E-2,8.447393775E-3,5.324999616E-2
1.003214738E2,-6.983062625E-2,1.898918301E-2,5.075417459E-2
1.003334722E2,-6.033603102E-2,3.082251363E-2,4.852015153E-2
1.003434738E2,-5.410520732E-2,4.297000542E-2,5.038765445E-2
1.003534738E2,-4.761258140E-2,6.265731901E-2,6.126105785E-2
1.003654738E2,-3.401646763E-2,7.752752304E-2,7.892379165E-2
1.003754738E2,-1.504473854E-2,7.974409312E-2,8.482300490E-2
1.003854738E2,1.057669520E-2,7.759733498E-2,9.436995536E-2
1.003974738E2,5.068436265E-2,7.312929630E-2,9.393361956E-2
1.004074738E2,8.672541380E-2,7.004006207E-2,9.068730474E-2
1.004174738E2,1.225221157E-1,7.494443655E-2,9.349729121E-2
1.004274738E2,1.534668058E-1,8.887216449E-2,1.011243761E-1
1.004394738E2,1.740616858E-1,9.955357760E-2,1.125737354E-1
1.004514738E2,1.789311469E-1,9.885545075E-2,1.164134592E-1
1.004614738E2,1.853539646E-1,9.663888067E-2,1.171464995E-1
1.004714738E2,2.068738788E-1,1.008625776E-1,1.148426607E-1
1.004834738E2,2.372775078E-1,1.162912846E-1,1.176875532E-1
1.004934738E2,2.285334170E-1,1.472010612E-1,1.316327304E-1
1.005054722E2,1.574461460E-1,1.772381812E-1,1.688780636E-1
1.005154738E2,9.224065393E-2,1.943075061E-1,2.026327252E-1
1.005254738E2,5.623450875E-2,2.147278637E-1,2.300518453E-1
1.005374738E2,4.269075394E-2,2.251125723E-1,2.507863641E-1
1.005474738E2,4.176572710E-2,2.104168981E-1,2.483778000E-1
1.005574738E2,1.394518092E-2,1.813920736E-1,2.433163524E-1
1.005674738E2,-3.368485346E-2,1.410575062E-1,2.430545539E-1
1.005794738E2,-9.834930301E-2,9.545205534E-2,2.449918687E-1
1.005894738E2,-1.249655709E-1,7.440338284E-2,2.426705807E-1
1.006014738E2,-1.112123802E-1,6.442010403E-2,2.354100049E-1
1.006114738E2,-7.262314856E-2,5.986479297E-2,2.142042518E-1
1.006214738E2,-1.188569237E-2,6.792821735E-2,1.751088798E-1
1.006334738E2,7.768460363E-2,6.225589290E-2,1.305506229E-1
1.006434738E2,1.533271670E-1,6.250023842E-2,1.049291939E-1
1.006554738E2,2.228959948E-1,5.646140128E-2,9.073966742E-2
1.006654738E2,2.529331148E-1,4.153883457E-2,9.972811490E-2
1.006774738E2,2.603158653E-1,2.677335031E-2,1.233598739E-1
1.006874753E2,2.401922047E-1,2.558652684E-2,1.439896673E-1
1.006994722E2,1.954768747E-1,1.914626174E-2,1.730493903E-1
1.007094738E2,1.644798219E-1,1.089085452E-2,1.928065270E-1
1.007194738E2,1.416160166E-1,4.537856148E-4,2.078687102E-1
1.007294738E2,1.074773744E-1,-2.042035200E-2,2.184454054E-1
1.007414738E2,6.497860700E-2,-6.494370103E-2,2.239431888E-1
1.007514738E2,3.375466913E-2,-1.038819999E-1,2.288999259E-1
1.007634722E2,7.417649496E-3,-1.220334172E-1,2.409950644E-1
1.007734738E2,-1.701696031E-2,-1.119279638E-1,2.506816387E-1
1.007834738E2,-4.721115530E-2,-9.363691509E-2,2.579771280E-1
1.007954738E2,-7.220426947E-2,-6.359979510E-2,2.552369535E-1
1.008054738E2,-7.365289330E-2,-4.052654654E-2,2.405063659E-1
1.008154738E2,-5.583308265E-2,-2.288126573E-2,2.148325741E-1
1.008274738E2,-1.762782596E-2,-2.623229846E-2,1.771683693E-1
1.008374738E2,1.511455141E-2,-3.851941600E-2,1.437802166E-1
1.008474738E2,4.354596511E-2,-5.677555874E-2,1.137954667E-1
1.008594738E2,5.886995420E-2,-8.213519305E-2,8.777260780E-2
1.008694738E2,5.166174471E-2,-8.463101834E-2,7.539822161E-2
1.008794738E2,2.841396071E-2,-7.307693362E-2,7.517132908E-2
1.008914738E2,-2.549926005E-2,-4.593706504E-2,8.881980181E-2
1.009014738E2,-7.223917544E-2,-2.680825815E-2,1.011418328E-1
1.009134738E2,-1.139350906E-1,-1.254891697E-2,9.988519549E-2
1.009234738E2,-1.370607018E-1,-1.774999872E-2,8.784241974E-2
1.009354722E2,-1.465552896E-1,-4.560545459E-2,5.951572582E-2
1.009454738E2,-1.349139512E-1,-6.820746511E-2,3.082251363E-2
1.009554738E2,-1.009672955E-1,-7.599163800E-2,1.274090377E-3
1.009674738E2,-4.691445082E-2,-7.637561113E-2,-2.843141370E-2
1.009774738E2,-1.204277202E-2,-6.953391433E-2,-5.164429173E-2
1.009874738E2,5.637413356E-3,-5.551892146E-2,-6.878342479E-2
1.009994738E2,6.335545331E-3,-3.792600334E-2,-8.051203936E-2
1.010094738E2,-1.937315450E-3,-2.410299703E-2,-8.868017793E-2
1.010214722E2,-1.638864167E-2,-1.706931926E-2,-8.709193021E-2
1.010314738E2,-2.954842336E-2,-1.500983164E-2,-8.396779001E-2
1.010414738E2,-4.731587693E-2,-2.459168993E-2,-8.304276317E-2
1.010534738E2,-6.766641140E-2,-4.167846218E-2,-8.260643482E-2
1.010634738E2,-8.018042892E-2,-5.056218803E-2,-8.585274220E-2
1.010734738E2,-8.785987645E-2,-5.379104614E-2,-8.239699155E-2
1.010854769E2,-8.311257511E-2,-4.984660447E-2,-8.115781099E-2
1.010974738E2,-7.171557844E-2,-3.227113932E-2,-7.799876481E-2
1.011074738E2,-6.544984877E-2,-2.413790300E-2,-7.737044245E-2
1.011174738E2,-6.489133835E-2,-2.455678210E-2,-8.248426020E-2
1.011274738E2,-7.094763219E-2,-2.670353837E-2,-8.936085552E-2
1.011374738E2,-8.340928704E-2,-2.841396071E-2,-9.025097638E-2
1.011474738E2,-9.831439704E-2,-2.038544603E-2,-9.538224339E-2
1.011574738E2,-1.137081981E-1,-6.754423957E-3,-9.363691509E-2
1.011674738E2,-1.242499873E-1,7.382742595E-3,-9.339256585E-2
1.011794738E2,-1.278279126E-1,1.834340952E-2,-1.029046103E-1
1.011914722E2,-1.269901544E-1,1.021017600E-2,-1.162040234E-1
1.012014722E2,-1.118756011E-1,3.717551241E-3,-1.277057379E-1
1.012114738E2,-8.330456167E-2,-1.902408898E-3,-1.341460049E-1
1.012234722E2,-5.237733200E-2,-1.560324337E-2,-1.368861794E-1
1.012334722E2,-4.396484420E-2,-3.335324302E-2,-1.408829838E-1
1.012434722E2,-3.886848316E-2,-4.405210912E-2,-1.330464482E-1
1.012534722E2,-1.846558414E-2,-3.082251363E-2,-1.234471351E-1
1.012634722E2,3.822271014E-3,-1.902408898E-2,-1.141096279E-1
1.012734738E2,2.050761878E-2,-1.911135577E-2,-1.037249193E-1
1.012834738E2,3.310889751E-2,-2.874557301E-2,-9.445721656E-2
1.012954738E2,5.174901336E-2,-4.944517836E-2,-9.505063295E-2
1.013054738E2,6.904522330E-2,-7.101744413E-2,-1.047546640E-1
1.013154738E2,9.300859272E-2,-8.374089748E-2,-1.228188202E-1
1.013274738E2,1.145634130E-1,-8.758062124E-2,-1.410749704E-1
1.013374738E2,9.648180008E-2,-7.705628872E-2,-1.397310644E-1
1.013494722E2,2.642428502E-2,-7.147122920E-2,-1.204800755E-1
1.013594738E2,-3.178244457E-2,-7.628834248E-2,-8.717919886E-2
1.013694738E2,-6.845181435E-2,-8.829620481E-2,-4.927064478E-2
1.013794738E2,-8.372344077E-2,-1.203055456E-1,-2.338741161E-2
1.013914738E2,-7.517132908E-2,-1.708851904E-1,-1.794198528E-2
1.014014738E2,-5.850343779E-2,-2.127381861E-1,-2.007128671E-2
1.014134738E2,-3.202679008E-2,-2.285508662E-1,-2.862340026E-2
1.014234738E2,-3.298672382E-3,-2.132268697E-1,-3.668681905E-2
1.014354722E2,3.717551380E-2,-1.734159142E-1,-4.483750835E-2
1.014454738E2,5.246459693E-2,-1.384220570E-1,-4.255112633E-2
1.014554738E2,4.298745841E-2,-1.212829277E-1,-3.947934881E-2
1.014654738E2,2.858849242E-2,-1.186125726E-1,-3.436553106E-2
1.014774738E2,4.153883457E-2,-9.037315100E-2,-3.012438305E-2
1.014874738E2,8.445648104E-2,-4.132939503E-2,-2.988003753E-2
1.014994738E2,1.395390779E-1,3.368485346E-2,-3.741985932E-2
1.015094738E2,1.680577546E-1,8.995427191E-2,-5.408775434E-2
1.015214722E2,1.923178285E-1,1.267283559E-1,-7.667231560E-2
1.015314738E2,1.969604045E-1,1.221032366E-1,-8.785987645E-2
1.015414738E2,1.909739226E-1,1.044230461E-1,-7.930775732E-2
1.015534738E2,1.713738739E-1,7.323401421E-2,-4.131194204E-2
1.015634738E2,1.269727051E-1,3.782128543E-2,9.267698042E-3
1.015734738E2,6.963863969E-2,1.994911395E-2,5.534439161E-2
1.015854738E2,1.424188633E-2,2.014109865E-2,9.016370773E-2
1.015954738E2,-1.385791413E-2,2.654645778E-2,1.004960611E-1
1.016074738E2,-3.537782282E-2,3.993313387E-2,9.388125688E-2
1.016174738E2,-5.639158934E-2,4.869468510E-2,8.311257511E-2
1.016274738E2,-6.770132482E-2,4.242895544E-2,6.489133835E-2
1.016374738E2,-6.693337858E-2,2.926917188E-2,4.113740847E-2
1.016474738E2,-5.869542435E-2,2.626720443E-2,1.898918301E-2
1.016574738E2,-5.307546258E-2,2.497566119E-2,4.747295752E-3
1.016674738E2,-6.274458766E-2,2.542944625E-2,4.014257283E-4
1.016794738E2,-8.300785720E-2,2.926917188E-2,1.937315450E-3
1.016894738E2,-1.002168059E-1,2.834414691E-2,-4.712388909E-4
1.017014722E2,-1.032187715E-1,2.680825815E-2,-2.635447076E-3
1.017114722E2,-8.157669008E-2,3.232349828E-2,-1.242674422E-2
1.017214722E2,-6.675884128E-2,2.701769583E-2,-2.417281084E-2
1.017314722E2,-6.038839370E-2,2.815216035E-2,-3.209660575E-2
1.017414738E2,-5.784020945E-2,3.546509147E-2,-3.429571912E-2
1.017514738E2,-6.049311161E-2,5.419247225E-2,-3.001966327E-2
1.017634722E2,-7.639306039E-2,8.117526025E-2,-1.816887781E-2
1.017734738E2,-9.182177484E-2,1.014734432E-1,-5.829399452E-3
1.017834738E2,-1.128006279E-1,1.201659217E-1,6.108652335E-3
1.017954738E2,-1.386838555E-1,1.279326379E-1,2.614503168E-2
1.018074738E2,-1.488765776E-1,1.197470427E-1,2.371902391E-2
1.018194722E2,-1.330115348E-1,1.014385372E-1,1.455604564E-2
1.018294738E2,-9.894271195E-2,8.543386310E-2,3.630284918E-3
1.018414722E2,-5.752605200E-2,7.581710070E-2,-8.534659632E-3
1.018514722E2,-4.354596511E-2,6.834709644E-2,-7.365289610E-3
1.018614738E2,-5.434955284E-2,5.422737822E-2,-1.954768784E-3
1.018734722E2,-5.483824387E-2,4.288274050E-2,-4.852015525E-3
1.018834738E2,-3.878121451E-2,4.248131439E-2,-3.001966281E-3
1.018954722E2,-4.003785178E-2,3.911282867E-2,5.881759338E-3
1.019054722E2,-5.555383116E-2,4.007275775E-2,1.521927118E-2
1.019154722E2,-6.714281440E-2,4.562290758E-2,2.234021388E-2
1.019254722E2,-7.450810820E-2,4.087560996E-2,2.986258268E-2
1.019354722E2,-8.011060953E-2,3.508111835E-2,3.108431399E-2
1.019454738E2,-8.138470352E-2,2.890265174E-2,3.108431399E-2
1.019554738E2,-7.183775306E-2,3.010693006E-2,2.836159989E-2
1.019674738E2,-5.440191180E-2,3.789109737E-2,2.879793197E-2
1.019774738E2,-3.494149074E-2,5.194099993E-2,2.912954427E-2
1.019874738E2,-7.888888009E-3,5.820672959E-2,2.258456126E-2
1.019974738E2,1.247910410E-2,5.937610194E-2,1.017526910E-2
1.020074738E2,2.008873969E-2,5.255186185E-2,3.420845373E-3
1.020174738E2,2.438225038E-2,4.541346803E-2,2.617993741E-4
1.020274738E2,3.001966327E-2,4.724606127E-2,1.815142459E-3
1.020374738E2,2.937389165E-2,5.010840297E-2,8.918632753E-3
1.020474738E2,2.886774577E-2,5.677555874E-2,2.277654596E-2
1.020574738E2,3.319616243E-2,6.834709644E-2,3.970624134E-2
1.020674738E2,4.483750835E-2,7.227408141E-2,4.838052765E-2
1.020774738E2,5.745624006E-2,7.030186057E-2,5.188863724E-2
1.020874738E2,7.047639787E-2,5.855579674E-2,5.398303270E-2
1.020974738E2,7.981390506E-2,5.167919770E-2,5.239478499E-2
1.021075159E2,7.948229462E-2,3.965387866E-2,5.281366408E-2
1.021194722E2,7.159340382E-2,3.349286690E-2,5.942846090E-2
1.021294722E2,7.000515610E-2,3.415609151E-2,7.031931728E-2
1.021394738E2,7.658504695E-2,2.539454028E-2,7.932521403E-2
1.021494738E2,7.812093943E-2,-1.785471849E-2,7.653268427E-2
1.021594738E2,9.400343150E-2,-4.769985005E-2,7.571238279E-2
1.021714738E2,1.737475246E-1,-1.843067631E-2,8.107054234E-2
1.021814738E2,1.988279074E-1,-6.230825558E-3,8.693484962E-2
1.021914738E2,1.754928529E-1,9.162978269E-3,9.752900153E-2
1.022034738E2,1.049291939E-1,2.960078418E-2,1.217018068E-1
1.022134738E2,2.193878777E-2,4.993386939E-2,1.452986598E-1
1.022254738E2,-5.335471407E-2,4.454080388E-2,1.532748193E-1
1.022354738E2,-6.682865322E-2,3.811798990E-2,1.497666985E-1
1.022454738E2,-2.549926005E-2,3.188716620E-2,1.400277615E-1
1.022574738E2,2.378883772E-2,2.474876866E-2,1.260127723E-1
1.022674738E2,3.993313387E-2,2.209586836E-2,1.172337681E-1
1.022774738E2,1.232202444E-2,2.478367416E-3,1.114218161E-1
1.022874738E2,-1.684242673E-2,-1.143190637E-2,1.091354340E-1
1.022974738E2,-2.822197415E-2,-2.359685116E-2,1.107760444E-1
1.023074738E2,-1.823868975E-2,-1.230457146E-2,1.019097716E-1
1.023174738E2,4.642575979E-3,2.611012571E-2,1.065698043E-1
1.023274738E2,2.487094142E-2,5.028293654E-2,1.220857799E-1
1.023374753E2,3.513347730E-2,5.588544160E-2,1.269203424E-1
1.023494722E2,4.155628756E-2,5.263913050E-2,1.393819898E-1
1.023594738E2,5.394812673E-2,5.338962004E-2,1.470789015E-1
1.023694738E2,7.120943069E-2,4.855506122E-2,1.498888731E-1
1.023794753E2,9.142034501E-2,3.654719517E-2,1.468171030E-1
